Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.1,40,0,MINMIN,518.56,0, 12, 26, 13, 3, 16, 3, 0, 0, 9, 4, 6, 15, 0, 2, 49, 0, 7, 0, 2, 15, 6, 5, 6, 0, 0, 7,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=26; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=16; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=6; m5a.2xlarge=15; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=49; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,ROUNDROBIN,492.4499999999999,14, 9, 7, 5, 0, 0, 0, 62, 1, 0, 13, 3, 16, 0, 4, 1, 1, 0, 5, 26, 24, 5, 6, 0, 1, 0, 2,{c5.2xlarge=14; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=5; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=62; i3.xlarge=1; m5.2xlarge=0; m5.large=13; m5.xlarge=3; m5a.2xlarge=16; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=5; r5.large=26; r5.xlarge=24; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,STATIC,530.3299999999998,6, 7, 13, 31, 0, 3, 0, 36, 2, 0, 12, 5, 4, 1, 0, 10, 14, 0, 7, 32, 10, 0, 4, 0, 3, 0, 5,{c5.2xlarge=6; c5.xlarge=7; c5a.2xlarge=13; c5a.xlarge=31; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=36; i3.xlarge=2; m5.2xlarge=0; m5.large=12; m5.xlarge=5; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=7; r5.large=32; r5.xlarge=10; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,NOML,330.6499999999999,16, 14, 22, 13, 0, 8, 13, 5, 4, 0, 6, 8, 3, 6, 8, 4, 10, 0, 12, 7, 7, 7, 7, 8, 8, 0, 9,{c5.2xlarge=16; c5.xlarge=14; c5a.2xlarge=22; c5a.xlarge=13; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=13; i3.large=5; i3.xlarge=4; m5.2xlarge=0; m5.large=6; m5.xlarge=8; m5a.2xlarge=3; m5a.large=6; m5a.xlarge=8; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=12; r5.large=7; r5.xlarge=7; r5a.2xlarge=7; r5a.large=7; r5a.xlarge=8; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,CUSTOMCLUSTERNOML,339.0099999999998,7, 19, 23, 8, 0, 4, 8, 5, 5, 0, 7, 11, 8, 7, 5, 5, 7, 0, 18, 17, 11, 6, 8, 5, 5, 0, 6,{c5.2xlarge=7; c5.xlarge=19; c5a.2xlarge=23; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=8; i3.large=5; i3.xlarge=5; m5.2xlarge=0; m5.large=7; m5.xlarge=11; m5a.2xlarge=8; m5a.large=7; m5a.xlarge=5; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=18; r5.large=17; r5.xlarge=11; r5a.2xlarge=6; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,TEXTDISTANCE,390.6899999999998,15, 18, 10, 20, 0, 5, 8, 6, 7, 0, 15, 11, 5, 8, 7, 5, 5, 0, 5, 11, 15, 5, 9, 4, 8, 0, 4,{c5.2xlarge=15; c5.xlarge=18; c5a.2xlarge=10; c5a.xlarge=20; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=8; i3.large=6; i3.xlarge=7; m5.2xlarge=0; m5.large=15; m5.xlarge=11; m5a.2xlarge=5; m5a.large=8; m5a.xlarge=7; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=5; r5.large=11; r5.xlarge=15; r5a.2xlarge=5; r5a.large=9; r5a.xlarge=4; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,CRITICALPATH,326.0399999999999,8, 14, 26, 17, 0, 7, 9, 6, 8, 0, 13, 8, 7, 4, 3, 8, 8, 0, 8, 8, 8, 3, 10, 5, 8, 0, 9,{c5.2xlarge=8; c5.xlarge=14; c5a.2xlarge=26; c5a.xlarge=17; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=9; i3.large=6; i3.xlarge=8; m5.2xlarge=0; m5.large=13; m5.xlarge=8; m5a.2xlarge=7; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=8; r5.large=8; r5.xlarge=8; r5a.2xlarge=3; r5a.large=10; r5a.xlarge=5; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,CRITICALPATHREVERSE,371.9799999999999,13, 8, 21, 26, 0, 12, 6, 14, 8, 0, 10, 8, 5, 4, 5, 6, 8, 0, 13, 6, 7, 4, 6, 7, 2, 0, 6,{c5.2xlarge=13; c5.xlarge=8; c5a.2xlarge=21; c5a.xlarge=26; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=6; i3.large=14; i3.xlarge=8; m5.2xlarge=0; m5.large=10; m5.xlarge=8; m5a.2xlarge=5; m5a.large=4; m5a.xlarge=5; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=13; r5.large=6; r5.xlarge=7; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,RESHIV2,560.77,18, 9, 19, 21, 0, 6, 6, 5, 5, 0, 9, 10, 5, 4, 5, 7, 8, 0, 11, 11, 7, 6, 12, 3, 10, 0, 8,{c5.2xlarge=18; c5.xlarge=9; c5a.2xlarge=19; c5a.xlarge=21; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=6; i3.large=5; i3.xlarge=5; m5.2xlarge=0; m5.large=9; m5.xlarge=10; m5a.2xlarge=5; m5a.large=4; m5a.xlarge=5; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=11; r5.large=11; r5.xlarge=7; r5a.2xlarge=6; r5a.large=12; r5a.xlarge=3; z1d.2xlarge=10; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,RESHIV3,361.9899999999999,13, 10, 20, 25, 0, 7, 5, 9, 5, 0, 8, 10, 3, 4, 6, 7, 10, 0, 6, 11, 8, 8, 8, 5, 8, 0, 9,{c5.2xlarge=13; c5.xlarge=10; c5a.2xlarge=20; c5a.xlarge=25; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=5; i3.large=9; i3.xlarge=5; m5.2xlarge=0; m5.large=8; m5.xlarge=10; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=7; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=6; r5.large=11; r5.xlarge=8; r5a.2xlarge=8; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,RESHIMAX,332.4799999999999,13, 11, 23, 20, 0, 5, 10, 4, 8, 0, 6, 8, 8, 2, 7, 9, 10, 0, 10, 7, 7, 6, 7, 8, 9, 0, 7,{c5.2xlarge=13; c5.xlarge=11; c5a.2xlarge=23; c5a.xlarge=20; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=10; i3.large=4; i3.xlarge=8; m5.2xlarge=0; m5.large=6; m5.xlarge=8; m5a.2xlarge=8; m5a.large=2; m5a.xlarge=7; m5zn.2xlarge=9; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=10; r5.large=7; r5.xlarge=7; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=8; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,124,RESHIFCFS,364.3899999999998,10, 10, 23, 18, 0, 7, 5, 3, 8, 0, 6, 8, 8, 6, 5, 9, 8, 0, 13, 8, 5, 14, 6, 10, 6, 0, 10,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=23; c5a.xlarge=18; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=5; i3.large=3; i3.xlarge=8; m5.2xlarge=0; m5.large=6; m5.xlarge=8; m5a.2xlarge=8; m5a.large=6; m5a.xlarge=5; m5zn.2xlarge=9; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=13; r5.large=8; r5.xlarge=5; r5a.2xlarge=14; r5a.large=6; r5a.xlarge=10; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,MINMIN,564.3,8, 2, 19, 52, 11, 6, 3, 4, 1, 0, 0, 8, 8, 0, 3, 0, 9, 11, 5, 9, 10, 6, 12, 3, 0, 13, 3,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=19; c5a.xlarge=52; d3.2xlarge=11; d3.xlarge=6; i3.2xlarge=3; i3.large=4; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=8; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=11; r5.2xlarge=5; r5.large=9; r5.xlarge=10; r5a.2xlarge=6; r5a.large=12; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,MAXMIN,647.54,10, 3, 21, 40, 8, 6, 3, 1, 1, 0, 0, 7, 4, 0, 9, 0, 12, 9, 8, 8, 6, 11, 11, 2, 0, 14, 11,{c5.2xlarge=10; c5.xlarge=3; c5a.2xlarge=21; c5a.xlarge=40; d3.2xlarge=8; d3.xlarge=6; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=9; r5.2xlarge=8; r5.large=8; r5.xlarge=6; r5a.2xlarge=11; r5a.large=11; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=11},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,MCT,699.5099999999999,5, 4, 21, 42, 12, 7, 4, 4, 2, 0, 0, 7, 5, 0, 13, 0, 13, 9, 5, 14, 10, 5, 10, 1, 0, 11, 2,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=21; c5a.xlarge=42; d3.2xlarge=12; d3.xlarge=7; i3.2xlarge=4; i3.large=4; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=13; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=9; r5.2xlarge=5; r5.large=14; r5.xlarge=10; r5a.2xlarge=5; r5a.large=10; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,ROUNDROBIN,609.8499999999998,0, 0, 3, 52, 17, 11, 8, 3, 5, 0, 0, 0, 9, 0, 22, 0, 0, 1, 4, 27, 6, 18, 11, 1, 0, 2, 5,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=52; d3.2xlarge=17; d3.xlarge=11; i3.2xlarge=8; i3.large=3; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=22; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=4; r5.large=27; r5.xlarge=6; r5a.2xlarge=18; r5a.large=11; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,STATIC,526.5699999999998,2, 2, 19, 76, 2, 3, 1, 1, 2, 0, 0, 5, 3, 0, 4, 0, 18, 12, 7, 8, 7, 1, 9, 3, 0, 14, 6,{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=19; c5a.xlarge=76; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=12; r5.2xlarge=7; r5.large=8; r5.xlarge=7; r5a.2xlarge=1; r5a.large=9; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=6},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,NOML,331.06999999999994,7, 7, 16, 12, 14, 4, 4, 5, 13, 0, 0, 11, 11, 0, 5, 0, 11, 7, 10, 10, 10, 6, 4, 11, 0, 18, 9,{c5.2xlarge=7; c5.xlarge=7; c5a.2xlarge=16; c5a.xlarge=12; d3.2xlarge=14; d3.xlarge=4; i3.2xlarge=4; i3.large=5; i3.xlarge=13; m5.2xlarge=0; m5.large=0; m5.xlarge=11; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=7; r5.2xlarge=10; r5.large=10; r5.xlarge=10; r5a.2xlarge=6; r5a.large=4; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,CUSTOMCLUSTERNOML,332.6399999999998,5, 9, 21, 13, 8, 9, 6, 9, 12, 0, 0, 11, 5, 0, 5, 0, 7, 7, 20, 13, 7, 7, 9, 7, 0, 9, 6,{c5.2xlarge=5; c5.xlarge=9; c5a.2xlarge=21; c5a.xlarge=13; d3.2xlarge=8; d3.xlarge=9; i3.2xlarge=6; i3.large=9; i3.xlarge=12; m5.2xlarge=0; m5.large=0; m5.xlarge=11; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=20; r5.large=13; r5.xlarge=7; r5a.2xlarge=7; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=6},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,TEXTDISTANCE,391.6899999999998,5, 4, 9, 25, 7, 8, 3, 12, 10, 0, 0, 10, 13, 0, 6, 0, 6, 13, 10, 11, 15, 14, 8, 6, 0, 7, 3,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=25; d3.2xlarge=7; d3.xlarge=8; i3.2xlarge=3; i3.large=12; i3.xlarge=10; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=13; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=13; r5.2xlarge=10; r5.large=11; r5.xlarge=15; r5a.2xlarge=14; r5a.large=8; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
