Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.05,40,0,MINMIN,560.1099999999999,0, 8, 21, 17, 13, 18, 2, 0, 0, 11, 3, 7, 9, 0, 0, 46, 0, 11, 0, 4, 20, 0, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=21; c5a.xlarge=17; d3.2xlarge=13; d3.xlarge=18; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=3; m5.xlarge=7; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=46; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=4; r5.xlarge=20; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,120,NOML,556.0599999999998,12, 0, 4, 0, 10, 13, 0, 6, 8, 18, 6, 0, 4, 9, 10, 7, 19, 17, 0, 0, 10, 8, 7, 7, 7, 12, 11,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=13; i3.2xlarge=0; i3.large=6; i3.xlarge=8; m5.2xlarge=18; m5.large=6; m5.xlarge=0; m5a.2xlarge=4; m5a.large=9; m5a.xlarge=10; m5zn.2xlarge=7; m5zn.large=19; m5zn.xlarge=17; r5.2xlarge=0; r5.large=0; r5.xlarge=10; r5a.2xlarge=8; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=7; z1d.large=12; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,CUSTOMCLUSTERNOML,538.0899999999998,8, 0, 9, 0, 22, 9, 0, 11, 10, 15, 11, 0, 6, 6, 2, 4, 13, 26, 0, 0, 10, 9, 4, 6, 6, 6, 12,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=22; d3.xlarge=9; i3.2xlarge=0; i3.large=11; i3.xlarge=10; m5.2xlarge=15; m5.large=11; m5.xlarge=0; m5a.2xlarge=6; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=13; m5zn.xlarge=26; r5.2xlarge=0; r5.large=0; r5.xlarge=10; r5a.2xlarge=9; r5a.large=4; r5a.xlarge=6; z1d.2xlarge=6; z1d.large=6; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,TEXTDISTANCE,545.7699999999998,13, 0, 6, 0, 14, 6, 0, 15, 1, 29, 12, 0, 7, 9, 16, 3, 7, 16, 0, 0, 6, 8, 6, 5, 10, 6, 10,{c5.2xlarge=13; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=14; d3.xlarge=6; i3.2xlarge=0; i3.large=15; i3.xlarge=1; m5.2xlarge=29; m5.large=12; m5.xlarge=0; m5a.2xlarge=7; m5a.large=9; m5a.xlarge=16; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=16; r5.2xlarge=0; r5.large=0; r5.xlarge=6; r5a.2xlarge=8; r5a.large=6; r5a.xlarge=5; z1d.2xlarge=10; z1d.large=6; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,CRITICALPATH,331.41999999999996,9, 0, 4, 0, 14, 10, 0, 4, 13, 9, 6, 0, 5, 5, 10, 6, 30, 18, 0, 0, 11, 8, 4, 4, 13, 10, 12,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=14; d3.xlarge=10; i3.2xlarge=0; i3.large=4; i3.xlarge=13; m5.2xlarge=9; m5.large=6; m5.xlarge=0; m5a.2xlarge=5; m5a.large=5; m5a.xlarge=10; m5zn.2xlarge=6; m5zn.large=30; m5zn.xlarge=18; r5.2xlarge=0; r5.large=0; r5.xlarge=11; r5a.2xlarge=8; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=13; z1d.large=10; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,CRITICALPATHREVERSE,451.6899999999999,19, 0, 11, 0, 11, 9, 0, 7, 10, 7, 6, 0, 8, 5, 7, 10, 19, 15, 0, 0, 9, 4, 4, 8, 6, 12, 18,{c5.2xlarge=19; c5.xlarge=0; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=9; i3.2xlarge=0; i3.large=7; i3.xlarge=10; m5.2xlarge=7; m5.large=6; m5.xlarge=0; m5a.2xlarge=8; m5a.large=5; m5a.xlarge=7; m5zn.2xlarge=10; m5zn.large=19; m5zn.xlarge=15; r5.2xlarge=0; r5.large=0; r5.xlarge=9; r5a.2xlarge=4; r5a.large=4; r5a.xlarge=8; z1d.2xlarge=6; z1d.large=12; z1d.xlarge=18},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,RESHIV2,354.5799999999998,19, 0, 10, 0, 12, 10, 0, 6, 9, 15, 11, 0, 9, 8, 9, 7, 13, 13, 0, 0, 9, 9, 6, 3, 8, 5, 14,{c5.2xlarge=19; c5.xlarge=0; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=10; i3.2xlarge=0; i3.large=6; i3.xlarge=9; m5.2xlarge=15; m5.large=11; m5.xlarge=0; m5a.2xlarge=9; m5a.large=8; m5a.xlarge=9; m5zn.2xlarge=7; m5zn.large=13; m5zn.xlarge=13; r5.2xlarge=0; r5.large=0; r5.xlarge=9; r5a.2xlarge=9; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=5; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,RESHIV3,446.0899999999999,17, 0, 7, 0, 15, 13, 0, 9, 4, 15, 11, 0, 6, 3, 6, 10, 18, 18, 0, 0, 9, 6, 8, 5, 5, 8, 12,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=15; d3.xlarge=13; i3.2xlarge=0; i3.large=9; i3.xlarge=4; m5.2xlarge=15; m5.large=11; m5.xlarge=0; m5a.2xlarge=6; m5a.large=3; m5a.xlarge=6; m5zn.2xlarge=10; m5zn.large=18; m5zn.xlarge=18; r5.2xlarge=0; r5.large=0; r5.xlarge=9; r5a.2xlarge=6; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=5; z1d.large=8; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,RESHIMAX,377.7199999999999,22, 0, 6, 0, 14, 15, 0, 7, 6, 14, 9, 0, 9, 11, 10, 2, 17, 17, 0, 0, 7, 8, 4, 6, 2, 5, 15,{c5.2xlarge=22; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=14; d3.xlarge=15; i3.2xlarge=0; i3.large=7; i3.xlarge=6; m5.2xlarge=14; m5.large=9; m5.xlarge=0; m5a.2xlarge=9; m5a.large=11; m5a.xlarge=10; m5zn.2xlarge=2; m5zn.large=17; m5zn.xlarge=17; r5.2xlarge=0; r5.large=0; r5.xlarge=7; r5a.2xlarge=8; r5a.large=4; r5a.xlarge=6; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,120,RESHIFCFS,387.14999999999986,17, 0, 4, 0, 11, 9, 0, 5, 6, 10, 8, 0, 8, 9, 6, 15, 20, 21, 0, 0, 8, 7, 5, 9, 7, 13, 7,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=9; i3.2xlarge=0; i3.large=5; i3.xlarge=6; m5.2xlarge=10; m5.large=8; m5.xlarge=0; m5a.2xlarge=8; m5a.large=9; m5a.xlarge=6; m5zn.2xlarge=15; m5zn.large=20; m5zn.xlarge=21; r5.2xlarge=0; r5.large=0; r5.xlarge=8; r5a.2xlarge=7; r5a.large=5; r5a.xlarge=9; z1d.2xlarge=7; z1d.large=13; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,MINMIN,535.5999999999999,31, 6, 17, 14, 5, 8, 20, 5, 3, 4, 6, 0, 3, 0, 0, 17, 0, 17, 2, 12, 10, 0, 0, 10, 2, 6, 8,{c5.2xlarge=31; c5.xlarge=6; c5a.2xlarge=17; c5a.xlarge=14; d3.2xlarge=5; d3.xlarge=8; i3.2xlarge=20; i3.large=5; i3.xlarge=3; m5.2xlarge=4; m5.large=6; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=17; r5.2xlarge=2; r5.large=12; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,MAXMIN,541.4099999999999,24, 12, 6, 15, 28, 8, 7, 2, 5, 8, 6, 0, 3, 0, 2, 8, 0, 10, 3, 4, 15, 0, 0, 16, 3, 5, 15,{c5.2xlarge=24; c5.xlarge=12; c5a.2xlarge=6; c5a.xlarge=15; d3.2xlarge=28; d3.xlarge=8; i3.2xlarge=7; i3.large=2; i3.xlarge=5; m5.2xlarge=8; m5.large=6; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=3; r5.large=4; r5.xlarge=15; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=16; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,MCT,651.8999999999999,22, 2, 13, 13, 31, 6, 5, 0, 3, 5, 5, 0, 5, 0, 0, 21, 0, 16, 1, 9, 7, 0, 0, 18, 6, 6, 12,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=13; d3.2xlarge=31; d3.xlarge=6; i3.2xlarge=5; i3.large=0; i3.xlarge=3; m5.2xlarge=5; m5.large=5; m5.xlarge=0; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=0; m5zn.xlarge=16; r5.2xlarge=1; r5.large=9; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=18; z1d.2xlarge=6; z1d.large=6; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,ROUNDROBIN,598.4999999999998,8, 11, 6, 0, 59, 0, 24, 6, 2, 11, 1, 0, 3, 0, 1, 17, 0, 5, 2, 11, 14, 0, 0, 22, 0, 1, 2,{c5.2xlarge=8; c5.xlarge=11; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=59; d3.xlarge=0; i3.2xlarge=24; i3.large=6; i3.xlarge=2; m5.2xlarge=11; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=2; r5.large=11; r5.xlarge=14; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,STATIC,622.5799999999998,22, 1, 4, 11, 52, 7, 6, 0, 3, 1, 3, 0, 3, 0, 0, 28, 0, 19, 0, 5, 4, 0, 0, 12, 2, 11, 11,{c5.2xlarge=22; c5.xlarge=1; c5a.2xlarge=4; c5a.xlarge=11; d3.2xlarge=52; d3.xlarge=7; i3.2xlarge=6; i3.large=0; i3.xlarge=3; m5.2xlarge=1; m5.large=3; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=28; m5zn.large=0; m5zn.xlarge=19; r5.2xlarge=0; r5.large=5; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=12; z1d.2xlarge=2; z1d.large=11; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,NOML,328.0999999999999,16, 7, 5, 9, 11, 7, 3, 8, 7, 16, 11, 0, 9, 0, 11, 9, 0, 17, 6, 6, 6, 0, 0, 7, 11, 11, 12,{c5.2xlarge=16; c5.xlarge=7; c5a.2xlarge=5; c5a.xlarge=9; d3.2xlarge=11; d3.xlarge=7; i3.2xlarge=3; i3.large=8; i3.xlarge=7; m5.2xlarge=16; m5.large=11; m5.xlarge=0; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=17; r5.2xlarge=6; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=7; z1d.2xlarge=11; z1d.large=11; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,CUSTOMCLUSTERNOML,337.3699999999998,9, 6, 8, 8, 22, 7, 12, 3, 4, 13, 5, 0, 8, 0, 3, 15, 0, 20, 11, 8, 10, 0, 0, 6, 7, 8, 12,{c5.2xlarge=9; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=22; d3.xlarge=7; i3.2xlarge=12; i3.large=3; i3.xlarge=4; m5.2xlarge=13; m5.large=5; m5.xlarge=0; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=15; m5zn.large=0; m5zn.xlarge=20; r5.2xlarge=11; r5.large=8; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=7; z1d.large=8; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,TEXTDISTANCE,344.3799999999998,13, 5, 9, 13, 4, 10, 6, 6, 2, 19, 15, 0, 9, 0, 8, 11, 0, 13, 6, 11, 18, 0, 0, 3, 9, 6, 9,{c5.2xlarge=13; c5.xlarge=5; c5a.2xlarge=9; c5a.xlarge=13; d3.2xlarge=4; d3.xlarge=10; i3.2xlarge=6; i3.large=6; i3.xlarge=2; m5.2xlarge=19; m5.large=15; m5.xlarge=0; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=13; r5.2xlarge=6; r5.large=11; r5.xlarge=18; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=9; z1d.large=6; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,CRITICALPATH,327.3599999999999,6, 7, 10, 12, 16, 7, 9, 6, 6, 6, 6, 0, 6, 0, 4, 14, 0, 24, 11, 7, 8, 0, 0, 4, 7, 10, 19,{c5.2xlarge=6; c5.xlarge=7; c5a.2xlarge=10; c5a.xlarge=12; d3.2xlarge=16; d3.xlarge=7; i3.2xlarge=9; i3.large=6; i3.xlarge=6; m5.2xlarge=6; m5.large=6; m5.xlarge=0; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=11; r5.large=7; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=7; z1d.large=10; z1d.xlarge=19},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,normal,0.05,40,121,CRITICALPATHREVERSE,450.37999999999994,18, 7, 13, 14, 7, 8, 7, 5, 7, 14, 9, 0, 12, 0, 4, 11, 0, 15, 8, 11, 7, 0, 0, 6, 3, 7, 12,{c5.2xlarge=18; c5.xlarge=7; c5a.2xlarge=13; c5a.xlarge=14; d3.2xlarge=7; d3.xlarge=8; i3.2xlarge=7; i3.large=5; i3.xlarge=7; m5.2xlarge=14; m5.large=9; m5.xlarge=0; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=15; r5.2xlarge=8; r5.large=11; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
