Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.1,40,0,MINMIN,537.2599999999999,0, 13, 20, 18, 12, 15, 2, 0, 0, 11, 4, 8, 21, 0, 0, 42, 0, 11, 0, 3, 11, 1, 7, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=20; c5a.xlarge=18; d3.2xlarge=12; d3.xlarge=15; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=4; m5.xlarge=8; m5a.2xlarge=21; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=42; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=3; r5.xlarge=11; r5a.2xlarge=1; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,130,RESHIV3,364.09999999999997,10, 2, 12, 13, 11, 0, 4, 5, 10, 5, 8, 5, 7, 9, 8, 16, 10, 4, 13, 9, 11, 6, 9, 0, 0, 9, 9,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=13; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=4; i3.large=5; i3.xlarge=10; m5.2xlarge=5; m5.large=8; m5.xlarge=5; m5a.2xlarge=7; m5a.large=9; m5a.xlarge=8; m5zn.2xlarge=16; m5zn.large=10; m5zn.xlarge=4; r5.2xlarge=13; r5.large=9; r5.xlarge=11; r5a.2xlarge=6; r5a.large=9; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.1,40,130,RESHIMAX,333.1999999999999,9, 7, 9, 18, 4, 0, 6, 9, 4, 7, 11, 8, 5, 6, 4, 13, 8, 9, 21, 7, 8, 12, 8, 0, 0, 7, 5,{c5.2xlarge=9; c5.xlarge=7; c5a.2xlarge=9; c5a.xlarge=18; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=6; i3.large=9; i3.xlarge=4; m5.2xlarge=7; m5.large=11; m5.xlarge=8; m5a.2xlarge=5; m5a.large=6; m5a.xlarge=4; m5zn.2xlarge=13; m5zn.large=8; m5zn.xlarge=9; r5.2xlarge=21; r5.large=7; r5.xlarge=8; r5a.2xlarge=12; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.1,40,130,RESHIFCFS,651.7299999999999,15, 6, 11, 14, 2, 0, 7, 10, 10, 9, 6, 7, 6, 7, 7, 15, 9, 9, 8, 7, 7, 8, 6, 0, 0, 10, 10,{c5.2xlarge=15; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=14; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=7; i3.large=10; i3.xlarge=10; m5.2xlarge=9; m5.large=6; m5.xlarge=7; m5a.2xlarge=6; m5a.large=7; m5a.xlarge=7; m5zn.2xlarge=15; m5zn.large=9; m5zn.xlarge=9; r5.2xlarge=8; r5.large=7; r5.xlarge=7; r5a.2xlarge=8; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.1,40,131,MINMIN,651.6199999999999,11, 11, 8, 9, 3, 0, 0, 0, 0, 5, 4, 32, 0, 2, 2, 10, 16, 0, 9, 20, 0, 7, 1, 3, 7, 25, 21,{c5.2xlarge=11; c5.xlarge=11; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=32; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=9; r5.large=20; r5.xlarge=0; r5a.2xlarge=7; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=7; z1d.large=25; z1d.xlarge=21},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,MAXMIN,543.0099999999999,11, 8, 9, 12, 6, 0, 0, 1, 0, 2, 8, 28, 4, 1, 2, 5, 12, 0, 10, 20, 0, 4, 4, 3, 10, 24, 22,{c5.2xlarge=11; c5.xlarge=8; c5a.2xlarge=9; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=8; m5.xlarge=28; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=10; r5.large=20; r5.xlarge=0; r5a.2xlarge=4; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=10; z1d.large=24; z1d.xlarge=22},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,MCT,589.67,12, 12, 7, 13, 4, 0, 0, 0, 0, 6, 7, 29, 0, 1, 0, 13, 13, 0, 8, 28, 0, 7, 1, 4, 7, 12, 22,{c5.2xlarge=12; c5.xlarge=12; c5a.2xlarge=7; c5a.xlarge=13; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=7; m5.xlarge=29; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=8; r5.large=28; r5.xlarge=0; r5a.2xlarge=7; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=7; z1d.large=12; z1d.xlarge=22},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,ROUNDROBIN,502.23999999999984,0, 2, 1, 0, 12, 0, 0, 4, 0, 5, 14, 55, 3, 0, 0, 0, 0, 0, 10, 15, 0, 22, 0, 0, 6, 32, 24,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=5; m5.large=14; m5.xlarge=55; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=10; r5.large=15; r5.xlarge=0; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=32; z1d.xlarge=24},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,STATIC,592.9399999999998,6, 4, 15, 4, 1, 0, 0, 0, 0, 5, 3, 51, 1, 0, 0, 7, 25, 0, 8, 2, 0, 0, 2, 3, 12, 42, 14,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=15; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=3; m5.xlarge=51; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=25; m5zn.xlarge=0; r5.2xlarge=8; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=12; z1d.large=42; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,NOML,365.40999999999985,8, 13, 5, 5, 9, 0, 0, 8, 0, 12, 8, 19, 6, 10, 9, 9, 11, 0, 7, 6, 0, 8, 5, 6, 17, 13, 11,{c5.2xlarge=8; c5.xlarge=13; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=8; i3.xlarge=0; m5.2xlarge=12; m5.large=8; m5.xlarge=19; m5a.2xlarge=6; m5a.large=10; m5a.xlarge=9; m5zn.2xlarge=9; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=7; r5.large=6; r5.xlarge=0; r5a.2xlarge=8; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=17; z1d.large=13; z1d.xlarge=11},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,CUSTOMCLUSTERNOML,375.9899999999999,5, 19, 11, 9, 10, 0, 0, 6, 0, 12, 11, 11, 10, 7, 8, 4, 5, 0, 20, 8, 0, 6, 4, 5, 10, 6, 19,{c5.2xlarge=5; c5.xlarge=19; c5a.2xlarge=11; c5a.xlarge=9; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=12; m5.large=11; m5.xlarge=11; m5a.2xlarge=10; m5a.large=7; m5a.xlarge=8; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=20; r5.large=8; r5.xlarge=0; r5a.2xlarge=6; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=10; z1d.large=6; z1d.xlarge=19},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,TEXTDISTANCE,476.3499999999999,10, 14, 9, 13, 7, 0, 0, 10, 0, 8, 23, 20, 6, 3, 6, 5, 5, 0, 6, 14, 0, 8, 4, 3, 13, 9, 9,{c5.2xlarge=10; c5.xlarge=14; c5a.2xlarge=9; c5a.xlarge=13; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=0; i3.large=10; i3.xlarge=0; m5.2xlarge=8; m5.large=23; m5.xlarge=20; m5a.2xlarge=6; m5a.large=3; m5a.xlarge=6; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=6; r5.large=14; r5.xlarge=0; r5a.2xlarge=8; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=13; z1d.large=9; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,CRITICALPATH,360.07999999999987,6, 17, 9, 11, 9, 0, 0, 4, 0, 10, 13, 8, 5, 8, 5, 4, 9, 0, 10, 6, 0, 9, 9, 6, 13, 14, 21,{c5.2xlarge=6; c5.xlarge=17; c5a.2xlarge=9; c5a.xlarge=11; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=10; m5.large=13; m5.xlarge=8; m5a.2xlarge=5; m5a.large=8; m5a.xlarge=5; m5zn.2xlarge=4; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=10; r5.large=6; r5.xlarge=0; r5a.2xlarge=9; r5a.large=9; r5a.xlarge=6; z1d.2xlarge=13; z1d.large=14; z1d.xlarge=21},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,CRITICALPATHREVERSE,451.12,7, 11, 13, 12, 10, 0, 0, 5, 0, 6, 6, 10, 9, 8, 5, 13, 11, 0, 9, 14, 0, 6, 7, 4, 4, 16, 19,{c5.2xlarge=7; c5.xlarge=11; c5a.2xlarge=13; c5a.xlarge=12; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=6; m5.large=6; m5.xlarge=10; m5a.2xlarge=9; m5a.large=8; m5a.xlarge=5; m5zn.2xlarge=13; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=9; r5.large=14; r5.xlarge=0; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=4; z1d.2xlarge=4; z1d.large=16; z1d.xlarge=19},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,RESHIV2,569.6699999999998,9, 14, 9, 10, 5, 0, 0, 7, 0, 7, 7, 8, 7, 8, 4, 9, 8, 0, 11, 11, 0, 11, 8, 10, 8, 14, 20,{c5.2xlarge=9; c5.xlarge=14; c5a.2xlarge=9; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=7; m5.large=7; m5.xlarge=8; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=4; m5zn.2xlarge=9; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=11; r5.large=11; r5.xlarge=0; r5a.2xlarge=11; r5a.large=8; r5a.xlarge=10; z1d.2xlarge=8; z1d.large=14; z1d.xlarge=20},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,RESHIV3,383.4499999999999,8, 11, 9, 13, 9, 0, 0, 8, 0, 6, 11, 14, 8, 5, 5, 8, 7, 0, 9, 7, 0, 8, 9, 2, 12, 16, 20,{c5.2xlarge=8; c5.xlarge=11; c5a.2xlarge=9; c5a.xlarge=13; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=8; i3.xlarge=0; m5.2xlarge=6; m5.large=11; m5.xlarge=14; m5a.2xlarge=8; m5a.large=5; m5a.xlarge=5; m5zn.2xlarge=8; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=9; r5.large=7; r5.xlarge=0; r5a.2xlarge=8; r5a.large=9; r5a.xlarge=2; z1d.2xlarge=12; z1d.large=16; z1d.xlarge=20},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,RESHIMAX,376.27,8, 12, 5, 10, 9, 0, 0, 6, 0, 8, 12, 8, 5, 9, 4, 8, 10, 0, 12, 11, 0, 8, 8, 5, 10, 15, 22,{c5.2xlarge=8; c5.xlarge=12; c5a.2xlarge=5; c5a.xlarge=10; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=8; m5.large=12; m5.xlarge=8; m5a.2xlarge=5; m5a.large=9; m5a.xlarge=4; m5zn.2xlarge=8; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=12; r5.large=11; r5.xlarge=0; r5a.2xlarge=8; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=10; z1d.large=15; z1d.xlarge=22},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,131,RESHIFCFS,385.9499999999998,13, 10, 7, 6, 10, 0, 0, 10, 0, 7, 10, 7, 6, 5, 9, 13, 10, 0, 14, 9, 0, 6, 5, 6, 7, 17, 18,{c5.2xlarge=13; c5.xlarge=10; c5a.2xlarge=7; c5a.xlarge=6; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=10; i3.xlarge=0; m5.2xlarge=7; m5.large=10; m5.xlarge=7; m5a.2xlarge=6; m5a.large=5; m5a.xlarge=9; m5zn.2xlarge=13; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=14; r5.large=9; r5.xlarge=0; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=7; z1d.large=17; z1d.xlarge=18},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,132,MINMIN,524.9599999999999,40, 0, 20, 18, 33, 0, 1, 0, 0, 5, 0, 4, 0, 0, 0, 0, 27, 7, 7, 0, 10, 0, 0, 0, 0, 15, 19,{c5.2xlarge=40; c5.xlarge=0; c5a.2xlarge=20; c5a.xlarge=18; d3.2xlarge=33; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=27; m5zn.xlarge=7; r5.2xlarge=7; r5.large=0; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=19},{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,132,MAXMIN,520.7999999999998,37, 0, 19, 9, 35, 0, 4, 0, 0, 3, 0, 9, 0, 0, 2, 0, 21, 7, 4, 0, 18, 0, 4, 0, 0, 12, 22,{c5.2xlarge=37; c5.xlarge=0; c5a.2xlarge=19; c5a.xlarge=9; d3.2xlarge=35; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=7; r5.2xlarge=4; r5.large=0; r5.xlarge=18; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=22},{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
