Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.0,40,0,MINMIN,535.66,0, 13, 24, 17, 5, 18, 3, 0, 0, 13, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=17; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=13; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.0,40,69,TEXTDISTANCE,392.84,0, 22, 6, 22, 7, 13, 6, 0, 7, 0, 0, 0, 16, 0, 15, 20, 8, 0, 0, 11, 11, 10, 6, 6, 7, 7, 6,{c5.2xlarge=0; c5.xlarge=22; c5a.2xlarge=6; c5a.xlarge=22; d3.2xlarge=7; d3.xlarge=13; i3.2xlarge=6; i3.large=0; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=16; m5a.large=0; m5a.xlarge=15; m5zn.2xlarge=20; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=11; r5a.2xlarge=10; r5a.large=6; r5a.xlarge=6; z1d.2xlarge=7; z1d.large=7; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,69,CRITICALPATH,526.1299999999999,0, 5, 3, 20, 5, 4, 7, 0, 7, 0, 0, 0, 12, 0, 7, 22, 36, 0, 0, 8, 5, 7, 13, 4, 9, 17, 14,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=3; c5a.xlarge=20; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=7; i3.large=0; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=22; m5zn.large=36; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=5; r5a.2xlarge=7; r5a.large=13; r5a.xlarge=4; z1d.2xlarge=9; z1d.large=17; z1d.xlarge=14},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,69,CRITICALPATHREVERSE,363.75999999999993,0, 19, 9, 18, 5, 7, 9, 0, 8, 0, 0, 0, 5, 0, 5, 20, 25, 0, 0, 14, 4, 4, 5, 10, 10, 19, 10,{c5.2xlarge=0; c5.xlarge=19; c5a.2xlarge=9; c5a.xlarge=18; d3.2xlarge=5; d3.xlarge=7; i3.2xlarge=9; i3.large=0; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=20; m5zn.large=25; m5zn.xlarge=0; r5.2xlarge=0; r5.large=14; r5.xlarge=4; r5a.2xlarge=4; r5a.large=5; r5a.xlarge=10; z1d.2xlarge=10; z1d.large=19; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,69,RESHIV2,360.59,0, 12, 7, 19, 8, 7, 4, 0, 7, 0, 0, 0, 10, 0, 9, 21, 26, 0, 0, 6, 4, 5, 9, 5, 8, 28, 10,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=7; c5a.xlarge=19; d3.2xlarge=8; d3.xlarge=7; i3.2xlarge=4; i3.large=0; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=21; m5zn.large=26; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=4; r5a.2xlarge=5; r5a.large=9; r5a.xlarge=5; z1d.2xlarge=8; z1d.large=28; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,69,RESHIV3,332.9199999999999,0, 13, 4, 21, 10, 7, 7, 0, 4, 0, 0, 0, 9, 0, 8, 19, 24, 0, 0, 10, 7, 5, 6, 10, 8, 20, 13,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=4; c5a.xlarge=21; d3.2xlarge=10; d3.xlarge=7; i3.2xlarge=7; i3.large=0; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=19; m5zn.large=24; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=7; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=10; z1d.2xlarge=8; z1d.large=20; z1d.xlarge=13},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,69,RESHIMAX,340.6099999999999,0, 11, 5, 14, 10, 9, 7, 0, 6, 0, 0, 0, 8, 0, 5, 23, 23, 0, 0, 12, 7, 11, 6, 7, 9, 22, 11,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=5; c5a.xlarge=14; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=7; i3.large=0; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=23; m5zn.large=23; m5zn.xlarge=0; r5.2xlarge=0; r5.large=12; r5.xlarge=7; r5a.2xlarge=11; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=9; z1d.large=22; z1d.xlarge=11},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,69,RESHIFCFS,362.6199999999999,0, 12, 4, 20, 11, 6, 10, 0, 7, 0, 0, 0, 11, 0, 6, 22, 23, 0, 0, 6, 6, 7, 10, 3, 8, 20, 13,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=4; c5a.xlarge=20; d3.2xlarge=11; d3.xlarge=6; i3.2xlarge=10; i3.large=0; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=22; m5zn.large=23; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=6; r5a.2xlarge=7; r5a.large=10; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=20; z1d.xlarge=13},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=2}
viralrecon,normal,0.0,40,70,MINMIN,534.0,22, 2, 8, 19, 4, 8, 0, 2, 1, 19, 9, 25, 1, 0, 2, 9, 0, 6, 0, 12, 2, 21, 3, 0, 0, 26, 4,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=19; d3.2xlarge=4; d3.xlarge=8; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=19; m5.large=9; m5.xlarge=25; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=0; r5.large=12; r5.xlarge=2; r5a.2xlarge=21; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=26; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,MAXMIN,553.2799999999999,13, 4, 8, 25, 8, 8, 0, 2, 0, 18, 12, 13, 3, 0, 3, 11, 0, 3, 0, 17, 4, 19, 5, 0, 0, 23, 6,{c5.2xlarge=13; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=25; d3.2xlarge=8; d3.xlarge=8; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=18; m5.large=12; m5.xlarge=13; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=17; r5.xlarge=4; r5a.2xlarge=19; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,MCT,647.52,24, 2, 3, 23, 4, 8, 0, 1, 2, 9, 12, 22, 1, 0, 0, 16, 0, 6, 0, 11, 4, 30, 2, 0, 0, 20, 5,{c5.2xlarge=24; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=23; d3.2xlarge=4; d3.xlarge=8; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=9; m5.large=12; m5.xlarge=22; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=0; r5.large=11; r5.xlarge=4; r5a.2xlarge=30; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=20; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,ROUNDROBIN,504.0199999999999,6, 0, 2, 11, 5, 11, 0, 4, 4, 53, 4, 59, 0, 0, 0, 22, 0, 0, 0, 6, 0, 12, 4, 0, 0, 2, 0,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=11; d3.2xlarge=5; d3.xlarge=11; i3.2xlarge=0; i3.large=4; i3.xlarge=4; m5.2xlarge=53; m5.large=4; m5.xlarge=59; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=22; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=0; r5a.2xlarge=12; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,STATIC,746.6999999999996,22, 2, 7, 15, 1, 6, 0, 0, 0, 50, 7, 15, 3, 0, 0, 16, 0, 14, 0, 12, 0, 10, 0, 0, 0, 23, 2,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=7; c5a.xlarge=15; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=50; m5.large=7; m5.xlarge=15; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=14; r5.2xlarge=0; r5.large=12; r5.xlarge=0; r5a.2xlarge=10; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,NOML,327.89999999999986,14, 9, 5, 21, 13, 6, 0, 8, 4, 11, 7, 17, 8, 0, 3, 7, 0, 8, 0, 13, 9, 5, 6, 0, 0, 19, 13,{c5.2xlarge=14; c5.xlarge=9; c5a.2xlarge=5; c5a.xlarge=21; d3.2xlarge=13; d3.xlarge=6; i3.2xlarge=0; i3.large=8; i3.xlarge=4; m5.2xlarge=11; m5.large=7; m5.xlarge=17; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=13; r5.xlarge=9; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=19; z1d.xlarge=13},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,CUSTOMCLUSTERNOML,342.52999999999975,15, 9, 4, 7, 19, 13, 0, 7, 7, 14, 10, 17, 4, 0, 9, 6, 0, 10, 0, 10, 12, 7, 8, 0, 0, 7, 11,{c5.2xlarge=15; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=7; d3.2xlarge=19; d3.xlarge=13; i3.2xlarge=0; i3.large=7; i3.xlarge=7; m5.2xlarge=14; m5.large=10; m5.xlarge=17; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=10; r5.xlarge=12; r5a.2xlarge=7; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,TEXTDISTANCE,356.36999999999983,5, 8, 7, 19, 10, 10, 0, 8, 3, 17, 11, 27, 8, 0, 7, 5, 0, 11, 0, 18, 9, 6, 7, 0, 0, 5, 4,{c5.2xlarge=5; c5.xlarge=8; c5a.2xlarge=7; c5a.xlarge=19; d3.2xlarge=10; d3.xlarge=10; i3.2xlarge=0; i3.large=8; i3.xlarge=3; m5.2xlarge=17; m5.large=11; m5.xlarge=27; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=18; r5.xlarge=9; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,CRITICALPATH,524.2,13, 12, 13, 17, 9, 12, 0, 8, 4, 7, 5, 10, 7, 0, 12, 8, 0, 4, 0, 10, 12, 6, 12, 0, 0, 18, 6,{c5.2xlarge=13; c5.xlarge=12; c5a.2xlarge=13; c5a.xlarge=17; d3.2xlarge=9; d3.xlarge=12; i3.2xlarge=0; i3.large=8; i3.xlarge=4; m5.2xlarge=7; m5.large=5; m5.xlarge=10; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=12; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=10; r5.xlarge=12; r5a.2xlarge=6; r5a.large=12; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,CRITICALPATHREVERSE,448.5299999999998,20, 2, 10, 16, 16, 10, 0, 5, 10, 9, 8, 10, 3, 0, 10, 4, 0, 7, 0, 10, 6, 11, 5, 0, 0, 25, 8,{c5.2xlarge=20; c5.xlarge=2; c5a.2xlarge=10; c5a.xlarge=16; d3.2xlarge=16; d3.xlarge=10; i3.2xlarge=0; i3.large=5; i3.xlarge=10; m5.2xlarge=9; m5.large=8; m5.xlarge=10; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=10; r5.xlarge=6; r5a.2xlarge=11; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=25; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,RESHIV2,360.7999999999999,15, 3, 3, 18, 10, 9, 0, 7, 7, 10, 12, 12, 8, 0, 8, 6, 0, 10, 0, 13, 7, 9, 6, 0, 0, 26, 6,{c5.2xlarge=15; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=18; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=0; i3.large=7; i3.xlarge=7; m5.2xlarge=10; m5.large=12; m5.xlarge=12; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=13; r5.xlarge=7; r5a.2xlarge=9; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=26; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.0,40,70,RESHIV3,444.8999999999999,15, 6, 8, 22, 12, 8, 0, 9, 5, 6, 9, 5, 4, 0, 8, 8, 0, 9, 0, 15, 11, 10, 10, 0, 0, 23, 2,{c5.2xlarge=15; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=22; d3.2xlarge=12; d3.xlarge=8; i3.2xlarge=0; i3.large=9; i3.xlarge=5; m5.2xlarge=6; m5.large=9; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=15; r5.xlarge=11; r5a.2xlarge=10; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
