Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,535.66,0, 13, 24, 19, 5, 18, 3, 0, 0, 11, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=19; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,NOML,344.61999999999995,4, 0, 11, 0, 6, 6, 10, 9, 10, 20, 0, 10, 7, 6, 9, 0, 8, 0, 16, 6, 9, 11, 13, 0, 8, 15, 11,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=6; i3.2xlarge=10; i3.large=9; i3.xlarge=10; m5.2xlarge=20; m5.large=0; m5.xlarge=10; m5a.2xlarge=7; m5a.large=6; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=16; r5.large=6; r5.xlarge=9; r5a.2xlarge=11; r5a.large=13; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=15; z1d.xlarge=11},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,CUSTOMCLUSTERNOML,375.36999999999983,6, 0, 10, 0, 11, 12, 9, 6, 10, 13, 0, 18, 9, 4, 7, 0, 9, 0, 23, 9, 14, 9, 11, 0, 5, 8, 3,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=12; i3.2xlarge=9; i3.large=6; i3.xlarge=10; m5.2xlarge=13; m5.large=0; m5.xlarge=18; m5a.2xlarge=9; m5a.large=4; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=23; r5.large=9; r5.xlarge=14; r5a.2xlarge=9; r5a.large=11; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=8; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,TEXTDISTANCE,477.30999999999983,4, 0, 20, 0, 6, 8, 12, 15, 10, 17, 0, 13, 11, 6, 11, 0, 10, 0, 7, 4, 12, 7, 2, 0, 11, 10, 10,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=20; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=8; i3.2xlarge=12; i3.large=15; i3.xlarge=10; m5.2xlarge=17; m5.large=0; m5.xlarge=13; m5a.2xlarge=11; m5a.large=6; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=7; r5.large=4; r5.xlarge=12; r5a.2xlarge=7; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=10; z1d.xlarge=10},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,CRITICALPATH,333.90999999999985,6, 0, 7, 0, 11, 8, 15, 11, 9, 10, 0, 12, 5, 6, 6, 0, 10, 0, 18, 8, 10, 10, 10, 0, 5, 14, 14,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=8; i3.2xlarge=15; i3.large=11; i3.xlarge=9; m5.2xlarge=10; m5.large=0; m5.xlarge=12; m5a.2xlarge=5; m5a.large=6; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=18; r5.large=8; r5.xlarge=10; r5a.2xlarge=10; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=14; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,CRITICALPATHREVERSE,464.57,12, 0, 18, 0, 4, 9, 6, 11, 11, 9, 0, 6, 6, 8, 8, 0, 18, 0, 5, 12, 16, 5, 14, 0, 8, 12, 7,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=9; i3.2xlarge=6; i3.large=11; i3.xlarge=11; m5.2xlarge=9; m5.large=0; m5.xlarge=6; m5a.2xlarge=6; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=0; r5.2xlarge=5; r5.large=12; r5.xlarge=16; r5a.2xlarge=5; r5a.large=14; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=12; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,RESHIV2,457.5799999999999,12, 0, 16, 0, 4, 4, 9, 6, 6, 13, 0, 16, 13, 12, 8, 0, 9, 0, 13, 9, 13, 10, 14, 0, 7, 9, 3,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=16; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=9; i3.large=6; i3.xlarge=6; m5.2xlarge=13; m5.large=0; m5.xlarge=16; m5a.2xlarge=13; m5a.large=12; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=13; r5.large=9; r5.xlarge=13; r5a.2xlarge=10; r5a.large=14; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=9; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,RESHIV3,445.4599999999998,15, 0, 18, 0, 3, 6, 8, 11, 8, 11, 0, 13, 11, 9, 8, 0, 10, 0, 14, 8, 11, 6, 12, 0, 5, 7, 12,{c5.2xlarge=15; c5.xlarge=0; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=8; i3.large=11; i3.xlarge=8; m5.2xlarge=11; m5.large=0; m5.xlarge=13; m5a.2xlarge=11; m5a.large=9; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=14; r5.large=8; r5.xlarge=11; r5a.2xlarge=6; r5a.large=12; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=7; z1d.xlarge=12},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,RESHIMAX,615.4999999999999,17, 0, 15, 0, 7, 6, 12, 12, 5, 18, 0, 13, 11, 2, 8, 0, 8, 0, 16, 13, 11, 8, 6, 0, 4, 4, 9,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=6; i3.2xlarge=12; i3.large=12; i3.xlarge=5; m5.2xlarge=18; m5.large=0; m5.xlarge=13; m5a.2xlarge=11; m5a.large=2; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=16; r5.large=13; r5.xlarge=11; r5a.2xlarge=8; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,110,RESHIFCFS,470.36999999999983,6, 0, 20, 0, 3, 9, 6, 14, 1, 10, 0, 12, 9, 6, 10, 0, 14, 0, 18, 6, 7, 8, 13, 0, 13, 13, 8,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=20; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=9; i3.2xlarge=6; i3.large=14; i3.xlarge=1; m5.2xlarge=10; m5.large=0; m5.xlarge=12; m5a.2xlarge=9; m5a.large=6; m5a.xlarge=10; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=18; r5.large=6; r5.xlarge=7; r5a.2xlarge=8; r5a.large=13; r5a.xlarge=0; z1d.2xlarge=13; z1d.large=13; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.0,40,111,MINMIN,522.1499999999999,3, 18, 4, 61, 0, 0, 0, 0, 0, 11, 1, 0, 3, 6, 0, 21, 12, 20, 0, 6, 0, 0, 18, 0, 0, 11, 10,{c5.2xlarge=3; c5.xlarge=18; c5a.2xlarge=4; c5a.xlarge=61; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=12; m5zn.xlarge=20; r5.2xlarge=0; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=18; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=10},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,MAXMIN,318.17999999999995,9, 16, 7, 41, 0, 0, 0, 0, 0, 7, 3, 0, 5, 10, 0, 17, 9, 20, 3, 8, 0, 3, 19, 0, 0, 12, 16,{c5.2xlarge=9; c5.xlarge=16; c5a.2xlarge=7; c5a.xlarge=41; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=3; m5.xlarge=0; m5a.2xlarge=5; m5a.large=10; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=9; m5zn.xlarge=20; r5.2xlarge=3; r5.large=8; r5.xlarge=0; r5a.2xlarge=3; r5a.large=19; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,MCT,536.68,2, 20, 4, 51, 0, 0, 0, 0, 0, 3, 1, 0, 3, 11, 0, 23, 11, 21, 2, 7, 0, 0, 21, 0, 0, 10, 15,{c5.2xlarge=2; c5.xlarge=20; c5a.2xlarge=4; c5a.xlarge=51; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=11; m5a.xlarge=0; m5zn.2xlarge=23; m5zn.large=11; m5zn.xlarge=21; r5.2xlarge=2; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=21; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=15},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,ROUNDROBIN,678.55,0, 25, 1, 51, 0, 0, 0, 0, 0, 7, 5, 0, 3, 7, 1, 13, 0, 21, 0, 4, 0, 4, 56, 0, 0, 5, 2,{c5.2xlarge=0; c5.xlarge=25; c5a.2xlarge=1; c5a.xlarge=51; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=5; m5.xlarge=0; m5a.2xlarge=3; m5a.large=7; m5a.xlarge=1; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=21; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=4; r5a.large=56; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,STATIC,733.4399999999998,9, 20, 4, 32, 0, 0, 0, 0, 0, 1, 1, 0, 3, 1, 0, 34, 12, 21, 1, 4, 0, 0, 44, 0, 0, 9, 9,{c5.2xlarge=9; c5.xlarge=20; c5a.2xlarge=4; c5a.xlarge=32; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=34; m5zn.large=12; m5zn.xlarge=21; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,NOML,316.28999999999996,8, 6, 10, 39, 0, 0, 0, 5, 9, 11, 11, 0, 7, 6, 9, 11, 5, 15, 6, 7, 0, 2, 8, 0, 0, 12, 18,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=10; c5a.xlarge=39; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=9; m5.2xlarge=11; m5.large=11; m5.xlarge=0; m5a.2xlarge=7; m5a.large=6; m5a.xlarge=9; m5zn.2xlarge=11; m5zn.large=5; m5zn.xlarge=15; r5.2xlarge=6; r5.large=7; r5.xlarge=0; r5a.2xlarge=2; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=18},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,CUSTOMCLUSTERNOML,350.09999999999985,7, 8, 12, 13, 0, 0, 0, 5, 6, 14, 10, 0, 7, 4, 4, 10, 7, 19, 9, 13, 0, 8, 9, 0, 0, 16, 24,{c5.2xlarge=7; c5.xlarge=8; c5a.2xlarge=12; c5a.xlarge=13; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=6; m5.2xlarge=14; m5.large=10; m5.xlarge=0; m5a.2xlarge=7; m5a.large=4; m5a.xlarge=4; m5zn.2xlarge=10; m5zn.large=7; m5zn.xlarge=19; r5.2xlarge=9; r5.large=13; r5.xlarge=0; r5a.2xlarge=8; r5a.large=9; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=24},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,TEXTDISTANCE,479.37,11, 4, 9, 11, 0, 0, 0, 6, 6, 10, 15, 0, 11, 11, 9, 14, 9, 21, 8, 8, 0, 7, 10, 0, 0, 7, 18,{c5.2xlarge=11; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=6; m5.2xlarge=10; m5.large=15; m5.xlarge=0; m5a.2xlarge=11; m5a.large=11; m5a.xlarge=9; m5zn.2xlarge=14; m5zn.large=9; m5zn.xlarge=21; r5.2xlarge=8; r5.large=8; r5.xlarge=0; r5a.2xlarge=7; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=18},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,CRITICALPATH,318.3999999999999,10, 6, 5, 26, 0, 0, 0, 8, 13, 4, 6, 0, 5, 9, 6, 14, 11, 18, 3, 10, 0, 9, 11, 0, 0, 12, 19,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=5; c5a.xlarge=26; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=8; i3.xlarge=13; m5.2xlarge=4; m5.large=6; m5.xlarge=0; m5a.2xlarge=5; m5a.large=9; m5a.xlarge=6; m5zn.2xlarge=14; m5zn.large=11; m5zn.xlarge=18; r5.2xlarge=3; r5.large=10; r5.xlarge=0; r5a.2xlarge=9; r5a.large=11; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=19},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
viralrecon,exponential,0.0,40,111,CRITICALPATHREVERSE,351.62999999999994,5, 11, 6, 32, 0, 0, 0, 4, 8, 5, 6, 0, 11, 9, 13, 10, 11, 19, 5, 6, 0, 7, 9, 0, 0, 7, 19,{c5.2xlarge=5; c5.xlarge=11; c5a.2xlarge=6; c5a.xlarge=32; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=8; m5.2xlarge=5; m5.large=6; m5.xlarge=0; m5a.2xlarge=11; m5a.large=9; m5a.xlarge=13; m5zn.2xlarge=10; m5zn.large=11; m5zn.xlarge=19; r5.2xlarge=5; r5.large=6; r5.xlarge=0; r5a.2xlarge=7; r5a.large=9; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=19},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
