Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,149.56999999999994,0, 8, 5, 8, 22, 22, 3, 0, 0, 10, 1, 1, 25, 0, 3, 51, 0, 0, 0, 1, 25, 4, 14, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=5; c5a.xlarge=8; d3.2xlarge=22; d3.xlarge=22; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=10; m5.large=1; m5.xlarge=1; m5a.2xlarge=25; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=51; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=25; r5a.2xlarge=4; r5a.large=14; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,74,MCT,149.56999999999994,1, 0, 3, 4, 13, 2, 12, 24, 15, 2, 0, 5, 22, 4, 3, 5, 1, 0, 0, 7, 32, 0, 47, 1, 0, 0, 3,{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=13; d3.xlarge=2; i3.2xlarge=12; i3.large=24; i3.xlarge=15; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=22; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=5; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=32; r5a.2xlarge=0; r5a.large=47; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,ROUNDROBIN,149.56999999999994,1, 0, 3, 4, 13, 0, 12, 24, 15, 2, 0, 5, 22, 4, 3, 5, 1, 0, 0, 7, 32, 0, 49, 1, 0, 0, 3,{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=13; d3.xlarge=0; i3.2xlarge=12; i3.large=24; i3.xlarge=15; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=22; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=5; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=32; r5a.2xlarge=0; r5a.large=49; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,STATIC,149.56999999999996,1, 0, 1, 36, 19, 0, 5, 8, 67, 1, 0, 4, 16, 1, 6, 1, 2, 0, 0, 16, 12, 0, 7, 1, 0, 0, 1,{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=36; d3.2xlarge=19; d3.xlarge=0; i3.2xlarge=5; i3.large=8; i3.xlarge=67; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=16; m5a.large=1; m5a.xlarge=6; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=16; r5.xlarge=12; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,NOML,149.56999999999994,9, 12, 6, 6, 10, 8, 12, 14, 7, 11, 0, 9, 7, 8, 9, 8, 7, 0, 0, 13, 8, 4, 9, 9, 0, 0, 20,{c5.2xlarge=9; c5.xlarge=12; c5a.2xlarge=6; c5a.xlarge=6; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=12; i3.large=14; i3.xlarge=7; m5.2xlarge=11; m5.large=0; m5.xlarge=9; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=9; m5zn.2xlarge=8; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=8; r5a.2xlarge=4; r5a.large=9; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=20},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,CUSTOMCLUSTERNOML,149.56999999999994,6, 9, 6, 7, 12, 7, 12, 12, 11, 5, 0, 8, 8, 5, 12, 8, 9, 0, 0, 9, 13, 9, 9, 9, 0, 0, 20,{c5.2xlarge=6; c5.xlarge=9; c5a.2xlarge=6; c5a.xlarge=7; d3.2xlarge=12; d3.xlarge=7; i3.2xlarge=12; i3.large=12; i3.xlarge=11; m5.2xlarge=5; m5.large=0; m5.xlarge=8; m5a.2xlarge=8; m5a.large=5; m5a.xlarge=12; m5zn.2xlarge=8; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=13; r5a.2xlarge=9; r5a.large=9; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=20},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,TEXTDISTANCE,149.56999999999994,6, 13, 5, 9, 9, 13, 11, 9, 10, 8, 0, 11, 9, 5, 11, 8, 6, 0, 0, 6, 16, 10, 7, 8, 0, 0, 16,{c5.2xlarge=6; c5.xlarge=13; c5a.2xlarge=5; c5a.xlarge=9; d3.2xlarge=9; d3.xlarge=13; i3.2xlarge=11; i3.large=9; i3.xlarge=10; m5.2xlarge=8; m5.large=0; m5.xlarge=11; m5a.2xlarge=9; m5a.large=5; m5a.xlarge=11; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=16; r5a.2xlarge=10; r5a.large=7; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,CRITICALPATH,149.56999999999994,9, 13, 12, 11, 10, 5, 10, 9, 16, 9, 0, 9, 8, 6, 11, 12, 7, 0, 0, 10, 11, 8, 3, 5, 0, 0, 12,{c5.2xlarge=9; c5.xlarge=13; c5a.2xlarge=12; c5a.xlarge=11; d3.2xlarge=10; d3.xlarge=5; i3.2xlarge=10; i3.large=9; i3.xlarge=16; m5.2xlarge=9; m5.large=0; m5.xlarge=9; m5a.2xlarge=8; m5a.large=6; m5a.xlarge=11; m5zn.2xlarge=12; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=11; r5a.2xlarge=8; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,CRITICALPATHREVERSE,149.56999999999994,9, 13, 5, 9, 11, 12, 6, 15, 9, 8, 0, 14, 7, 12, 11, 8, 4, 0, 0, 10, 13, 6, 7, 3, 0, 0, 14,{c5.2xlarge=9; c5.xlarge=13; c5a.2xlarge=5; c5a.xlarge=9; d3.2xlarge=11; d3.xlarge=12; i3.2xlarge=6; i3.large=15; i3.xlarge=9; m5.2xlarge=8; m5.large=0; m5.xlarge=14; m5a.2xlarge=7; m5a.large=12; m5a.xlarge=11; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=13; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,RESHIV2,149.56999999999994,6, 9, 11, 11, 12, 6, 10, 13, 10, 9, 0, 9, 9, 7, 13, 10, 3, 0, 0, 13, 12, 5, 5, 10, 0, 0, 13,{c5.2xlarge=6; c5.xlarge=9; c5a.2xlarge=11; c5a.xlarge=11; d3.2xlarge=12; d3.xlarge=6; i3.2xlarge=10; i3.large=13; i3.xlarge=10; m5.2xlarge=9; m5.large=0; m5.xlarge=9; m5a.2xlarge=9; m5a.large=7; m5a.xlarge=13; m5zn.2xlarge=10; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=12; r5a.2xlarge=5; r5a.large=5; r5a.xlarge=10; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=13},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,RESHIV3,149.56999999999994,8, 7, 11, 7, 12, 7, 12, 12, 10, 9, 0, 10, 8, 5, 13, 6, 4, 0, 0, 18, 9, 5, 7, 9, 0, 0, 17,{c5.2xlarge=8; c5.xlarge=7; c5a.2xlarge=11; c5a.xlarge=7; d3.2xlarge=12; d3.xlarge=7; i3.2xlarge=12; i3.large=12; i3.xlarge=10; m5.2xlarge=9; m5.large=0; m5.xlarge=10; m5a.2xlarge=8; m5a.large=5; m5a.xlarge=13; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=0; r5.large=18; r5.xlarge=9; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=17},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,RESHIMAX,149.56999999999994,10, 6, 9, 11, 17, 11, 14, 11, 6, 5, 0, 9, 8, 2, 12, 5, 10, 0, 0, 14, 13, 6, 8, 10, 0, 0, 9,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=9; c5a.xlarge=11; d3.2xlarge=17; d3.xlarge=11; i3.2xlarge=14; i3.large=11; i3.xlarge=6; m5.2xlarge=5; m5.large=0; m5.xlarge=9; m5a.2xlarge=8; m5a.large=2; m5a.xlarge=12; m5zn.2xlarge=5; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=14; r5.xlarge=13; r5a.2xlarge=6; r5a.large=8; r5a.xlarge=10; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,74,RESHIFCFS,149.56999999999994,12, 7, 4, 14, 16, 5, 6, 17, 18, 5, 0, 14, 8, 7, 13, 7, 4, 0, 0, 12, 8, 4, 8, 5, 0, 0, 12,{c5.2xlarge=12; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=14; d3.2xlarge=16; d3.xlarge=5; i3.2xlarge=6; i3.large=17; i3.xlarge=18; m5.2xlarge=5; m5.large=0; m5.xlarge=14; m5a.2xlarge=8; m5a.large=7; m5a.xlarge=13; m5zn.2xlarge=7; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=0; r5.large=12; r5.xlarge=8; r5a.2xlarge=4; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,75,MINMIN,149.56999999999994,0, 0, 3, 0, 11, 6, 0, 5, 0, 51, 22, 0, 22, 0, 0, 1, 49, 11, 3, 3, 0, 0, 1, 10, 2, 0, 6,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=6; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=51; m5.large=22; m5.xlarge=0; m5a.2xlarge=22; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=49; m5zn.xlarge=11; r5.2xlarge=3; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=10; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.0,40,75,MAXMIN,149.56999999999994,0, 0, 9, 0, 22, 13, 0, 7, 0, 20, 16, 0, 10, 0, 0, 2, 6, 22, 3, 24, 0, 0, 2, 29, 8, 0, 13,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=22; d3.xlarge=13; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=20; m5.large=16; m5.xlarge=0; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=6; m5zn.xlarge=22; r5.2xlarge=3; r5.large=24; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=29; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=13},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.0,40,75,MCT,149.56999999999994,0, 0, 6, 0, 5, 7, 0, 4, 0, 34, 23, 0, 25, 0, 0, 1, 48, 10, 5, 10, 0, 0, 2, 15, 7, 0, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=7; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=34; m5.large=23; m5.xlarge=0; m5a.2xlarge=25; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=48; m5zn.xlarge=10; r5.2xlarge=5; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=15; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.0,40,75,ROUNDROBIN,149.56999999999994,0, 0, 6, 0, 5, 7, 0, 4, 0, 34, 23, 0, 25, 0, 0, 1, 50, 10, 5, 10, 0, 0, 2, 15, 7, 0, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=7; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=34; m5.large=23; m5.xlarge=0; m5a.2xlarge=25; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=50; m5zn.xlarge=10; r5.2xlarge=5; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=15; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.0,40,75,STATIC,149.56999999999996,0, 0, 2, 0, 6, 4, 0, 2, 0, 23, 17, 0, 8, 0, 0, 2, 9, 41, 1, 10, 0, 0, 1, 67, 4, 0, 8,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=23; m5.large=17; m5.xlarge=0; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=9; m5zn.xlarge=41; r5.2xlarge=1; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=67; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.0,40,75,NOML,149.56999999999994,0, 9, 13, 6, 18, 6, 5, 11, 7, 8, 13, 3, 8, 0, 10, 10, 10, 19, 9, 2, 0, 0, 8, 10, 4, 10, 7,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=6; d3.2xlarge=18; d3.xlarge=6; i3.2xlarge=5; i3.large=11; i3.xlarge=7; m5.2xlarge=8; m5.large=13; m5.xlarge=3; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=10; m5zn.large=10; m5zn.xlarge=19; r5.2xlarge=9; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=10; z1d.2xlarge=4; z1d.large=10; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.0,40,75,CUSTOMCLUSTERNOML,149.56999999999994,0, 8, 12, 12, 12, 3, 7, 5, 15, 10, 6, 3, 8, 0, 11, 8, 11, 13, 9, 7, 0, 0, 8, 3, 11, 3, 21,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=12; c5a.xlarge=12; d3.2xlarge=12; d3.xlarge=3; i3.2xlarge=7; i3.large=5; i3.xlarge=15; m5.2xlarge=10; m5.large=6; m5.xlarge=3; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=13; r5.2xlarge=9; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=3; z1d.2xlarge=11; z1d.large=3; z1d.xlarge=21},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
