Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,exponential,0.05,40,0,MINMIN,1600.0099999999977,0, 51, 84, 56, 77, 56, 27, 23, 0, 52, 24, 75, 43, 0, 44, 85, 0, 29, 0, 23, 46, 68, 68, 40, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=84; c5a.xlarge=56; d3.2xlarge=77; d3.xlarge=56; i3.2xlarge=27; i3.large=23; i3.xlarge=0; m5.2xlarge=52; m5.large=24; m5.xlarge=75; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=23; r5.xlarge=46; r5a.2xlarge=68; r5a.large=68; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,exponential,0.05,40,81,STATIC,1622.4199999999971,59, 26, 27, 54, 25, 26, 0, 21, 22, 76, 0, 48, 0, 40, 42, 61, 118, 28, 0, 47, 23, 46, 43, 62, 27, 0, 79,{c5.2xlarge=59; c5.xlarge=26; c5a.2xlarge=27; c5a.xlarge=54; d3.2xlarge=25; d3.xlarge=26; i3.2xlarge=0; i3.large=21; i3.xlarge=22; m5.2xlarge=76; m5.large=0; m5.xlarge=48; m5a.2xlarge=0; m5a.large=40; m5a.xlarge=42; m5zn.2xlarge=61; m5zn.large=118; m5zn.xlarge=28; r5.2xlarge=0; r5.large=47; r5.xlarge=23; r5a.2xlarge=46; r5a.large=43; r5a.xlarge=62; z1d.2xlarge=27; z1d.large=0; z1d.xlarge=79},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,NOML,1602.2499999999973,57, 26, 27, 51, 22, 24, 0, 22, 20, 77, 0, 50, 0, 51, 48, 59, 106, 27, 0, 47, 24, 47, 46, 62, 30, 0, 77,{c5.2xlarge=57; c5.xlarge=26; c5a.2xlarge=27; c5a.xlarge=51; d3.2xlarge=22; d3.xlarge=24; i3.2xlarge=0; i3.large=22; i3.xlarge=20; m5.2xlarge=77; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=51; m5a.xlarge=48; m5zn.2xlarge=59; m5zn.large=106; m5zn.xlarge=27; r5.2xlarge=0; r5.large=47; r5.xlarge=24; r5a.2xlarge=47; r5a.large=46; r5a.xlarge=62; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=77},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,CUSTOMCLUSTERNOML,1595.189999999997,56, 23, 26, 50, 27, 23, 0, 24, 22, 74, 0, 53, 0, 45, 52, 58, 107, 25, 0, 48, 28, 45, 45, 63, 26, 0, 80,{c5.2xlarge=56; c5.xlarge=23; c5a.2xlarge=26; c5a.xlarge=50; d3.2xlarge=27; d3.xlarge=23; i3.2xlarge=0; i3.large=24; i3.xlarge=22; m5.2xlarge=74; m5.large=0; m5.xlarge=53; m5a.2xlarge=0; m5a.large=45; m5a.xlarge=52; m5zn.2xlarge=58; m5zn.large=107; m5zn.xlarge=25; r5.2xlarge=0; r5.large=48; r5.xlarge=28; r5a.2xlarge=45; r5a.large=45; r5a.xlarge=63; z1d.2xlarge=26; z1d.large=0; z1d.xlarge=80},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,TEXTDISTANCE,1594.9199999999971,51, 27, 25, 53, 26, 24, 0, 23, 25, 76, 0, 50, 0, 43, 49, 57, 108, 28, 0, 49, 26, 46, 47, 64, 26, 0, 77,{c5.2xlarge=51; c5.xlarge=27; c5a.2xlarge=25; c5a.xlarge=53; d3.2xlarge=26; d3.xlarge=24; i3.2xlarge=0; i3.large=23; i3.xlarge=25; m5.2xlarge=76; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=43; m5a.xlarge=49; m5zn.2xlarge=57; m5zn.large=108; m5zn.xlarge=28; r5.2xlarge=0; r5.large=49; r5.xlarge=26; r5a.2xlarge=46; r5a.large=47; r5a.xlarge=64; z1d.2xlarge=26; z1d.large=0; z1d.xlarge=77},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,CRITICALPATH,1596.0999999999972,52, 25, 27, 50, 26, 25, 0, 22, 22, 77, 0, 51, 0, 44, 46, 55, 113, 26, 0, 50, 24, 46, 47, 67, 30, 0, 75,{c5.2xlarge=52; c5.xlarge=25; c5a.2xlarge=27; c5a.xlarge=50; d3.2xlarge=26; d3.xlarge=25; i3.2xlarge=0; i3.large=22; i3.xlarge=22; m5.2xlarge=77; m5.large=0; m5.xlarge=51; m5a.2xlarge=0; m5a.large=44; m5a.xlarge=46; m5zn.2xlarge=55; m5zn.large=113; m5zn.xlarge=26; r5.2xlarge=0; r5.large=50; r5.xlarge=24; r5a.2xlarge=46; r5a.large=47; r5a.xlarge=67; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=75},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,CRITICALPATHREVERSE,1596.8299999999974,55, 26, 27, 51, 25, 28, 0, 24, 23, 73, 0, 49, 0, 44, 43, 58, 110, 28, 0, 48, 25, 45, 44, 69, 29, 0, 76,{c5.2xlarge=55; c5.xlarge=26; c5a.2xlarge=27; c5a.xlarge=51; d3.2xlarge=25; d3.xlarge=28; i3.2xlarge=0; i3.large=24; i3.xlarge=23; m5.2xlarge=73; m5.large=0; m5.xlarge=49; m5a.2xlarge=0; m5a.large=44; m5a.xlarge=43; m5zn.2xlarge=58; m5zn.large=110; m5zn.xlarge=28; r5.2xlarge=0; r5.large=48; r5.xlarge=25; r5a.2xlarge=45; r5a.large=44; r5a.xlarge=69; z1d.2xlarge=29; z1d.large=0; z1d.xlarge=76},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,RESHIV2,1596.1599999999974,52, 24, 26, 49, 26, 27, 0, 22, 19, 80, 0, 50, 0, 43, 42, 60, 108, 29, 0, 50, 31, 42, 45, 72, 31, 0, 72,{c5.2xlarge=52; c5.xlarge=24; c5a.2xlarge=26; c5a.xlarge=49; d3.2xlarge=26; d3.xlarge=27; i3.2xlarge=0; i3.large=22; i3.xlarge=19; m5.2xlarge=80; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=43; m5a.xlarge=42; m5zn.2xlarge=60; m5zn.large=108; m5zn.xlarge=29; r5.2xlarge=0; r5.large=50; r5.xlarge=31; r5a.2xlarge=42; r5a.large=45; r5a.xlarge=72; z1d.2xlarge=31; z1d.large=0; z1d.xlarge=72},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,RESHIV3,1598.7099999999973,53, 26, 24, 52, 25, 25, 0, 28, 20, 75, 0, 51, 0, 43, 46, 61, 103, 26, 0, 48, 26, 47, 43, 66, 27, 0, 85,{c5.2xlarge=53; c5.xlarge=26; c5a.2xlarge=24; c5a.xlarge=52; d3.2xlarge=25; d3.xlarge=25; i3.2xlarge=0; i3.large=28; i3.xlarge=20; m5.2xlarge=75; m5.large=0; m5.xlarge=51; m5a.2xlarge=0; m5a.large=43; m5a.xlarge=46; m5zn.2xlarge=61; m5zn.large=103; m5zn.xlarge=26; r5.2xlarge=0; r5.large=48; r5.xlarge=26; r5a.2xlarge=47; r5a.large=43; r5a.xlarge=66; z1d.2xlarge=27; z1d.large=0; z1d.xlarge=85},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,RESHIMAX,1596.6299999999974,56, 24, 27, 49, 27, 26, 0, 21, 22, 75, 0, 50, 0, 42, 49, 60, 112, 25, 0, 48, 26, 43, 45, 68, 28, 0, 77,{c5.2xlarge=56; c5.xlarge=24; c5a.2xlarge=27; c5a.xlarge=49; d3.2xlarge=27; d3.xlarge=26; i3.2xlarge=0; i3.large=21; i3.xlarge=22; m5.2xlarge=75; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=42; m5a.xlarge=49; m5zn.2xlarge=60; m5zn.large=112; m5zn.xlarge=25; r5.2xlarge=0; r5.large=48; r5.xlarge=26; r5a.2xlarge=43; r5a.large=45; r5a.xlarge=68; z1d.2xlarge=28; z1d.large=0; z1d.xlarge=77},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,81,RESHIFCFS,1596.4299999999973,53, 24, 29, 50, 24, 27, 0, 23, 21, 76, 0, 51, 0, 47, 42, 56, 110, 26, 0, 49, 26, 44, 43, 72, 29, 0, 78,{c5.2xlarge=53; c5.xlarge=24; c5a.2xlarge=29; c5a.xlarge=50; d3.2xlarge=24; d3.xlarge=27; i3.2xlarge=0; i3.large=23; i3.xlarge=21; m5.2xlarge=76; m5.large=0; m5.xlarge=51; m5a.2xlarge=0; m5a.large=47; m5a.xlarge=42; m5zn.2xlarge=56; m5zn.large=110; m5zn.xlarge=26; r5.2xlarge=0; r5.large=49; r5.xlarge=26; r5a.2xlarge=44; r5a.large=43; r5a.xlarge=72; z1d.2xlarge=29; z1d.large=0; z1d.xlarge=78},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
methylseq,exponential,0.05,40,82,MINMIN,1602.1099999999967,0, 77, 31, 55, 107, 0, 0, 44, 107, 106, 22, 0, 48, 26, 0, 0, 53, 53, 47, 91, 26, 0, 21, 0, 30, 0, 56,{c5.2xlarge=0; c5.xlarge=77; c5a.2xlarge=31; c5a.xlarge=55; d3.2xlarge=107; d3.xlarge=0; i3.2xlarge=0; i3.large=44; i3.xlarge=107; m5.2xlarge=106; m5.large=22; m5.xlarge=0; m5a.2xlarge=48; m5a.large=26; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=53; m5zn.xlarge=53; r5.2xlarge=47; r5.large=91; r5.xlarge=26; r5a.2xlarge=0; r5a.large=21; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=56},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,MAXMIN,1601.3099999999965,0, 77, 25, 56, 97, 0, 0, 46, 108, 104, 24, 0, 46, 24, 0, 0, 59, 54, 54, 97, 24, 0, 23, 0, 30, 0, 52,{c5.2xlarge=0; c5.xlarge=77; c5a.2xlarge=25; c5a.xlarge=56; d3.2xlarge=97; d3.xlarge=0; i3.2xlarge=0; i3.large=46; i3.xlarge=108; m5.2xlarge=104; m5.large=24; m5.xlarge=0; m5a.2xlarge=46; m5a.large=24; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=59; m5zn.xlarge=54; r5.2xlarge=54; r5.large=97; r5.xlarge=24; r5a.2xlarge=0; r5a.large=23; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=52},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,MCT,1599.8399999999967,0, 79, 26, 53, 98, 0, 0, 45, 117, 105, 22, 0, 44, 26, 0, 0, 53, 57, 52, 93, 24, 0, 20, 0, 28, 0, 58,{c5.2xlarge=0; c5.xlarge=79; c5a.2xlarge=26; c5a.xlarge=53; d3.2xlarge=98; d3.xlarge=0; i3.2xlarge=0; i3.large=45; i3.xlarge=117; m5.2xlarge=105; m5.large=22; m5.xlarge=0; m5a.2xlarge=44; m5a.large=26; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=53; m5zn.xlarge=57; r5.2xlarge=52; r5.large=93; r5.xlarge=24; r5a.2xlarge=0; r5a.large=20; r5a.xlarge=0; z1d.2xlarge=28; z1d.large=0; z1d.xlarge=58},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,ROUNDROBIN,1599.5499999999965,0, 71, 26, 56, 97, 0, 0, 45, 111, 106, 26, 0, 51, 21, 0, 0, 55, 56, 51, 93, 24, 0, 21, 0, 37, 0, 53,{c5.2xlarge=0; c5.xlarge=71; c5a.2xlarge=26; c5a.xlarge=56; d3.2xlarge=97; d3.xlarge=0; i3.2xlarge=0; i3.large=45; i3.xlarge=111; m5.2xlarge=106; m5.large=26; m5.xlarge=0; m5a.2xlarge=51; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=55; m5zn.xlarge=56; r5.2xlarge=51; r5.large=93; r5.xlarge=24; r5a.2xlarge=0; r5a.large=21; r5a.xlarge=0; z1d.2xlarge=37; z1d.large=0; z1d.xlarge=53},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,STATIC,1623.4099999999967,0, 77, 26, 55, 100, 0, 0, 44, 116, 105, 24, 0, 44, 20, 0, 0, 56, 59, 51, 92, 23, 0, 22, 0, 30, 0, 56,{c5.2xlarge=0; c5.xlarge=77; c5a.2xlarge=26; c5a.xlarge=55; d3.2xlarge=100; d3.xlarge=0; i3.2xlarge=0; i3.large=44; i3.xlarge=116; m5.2xlarge=105; m5.large=24; m5.xlarge=0; m5a.2xlarge=44; m5a.large=20; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=56; m5zn.xlarge=59; r5.2xlarge=51; r5.large=92; r5.xlarge=23; r5a.2xlarge=0; r5a.large=22; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=56},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,NOML,1605.5899999999967,0, 76, 31, 52, 94, 0, 0, 43, 113, 105, 23, 0, 44, 27, 0, 0, 56, 61, 52, 93, 24, 0, 24, 0, 28, 0, 54,{c5.2xlarge=0; c5.xlarge=76; c5a.2xlarge=31; c5a.xlarge=52; d3.2xlarge=94; d3.xlarge=0; i3.2xlarge=0; i3.large=43; i3.xlarge=113; m5.2xlarge=105; m5.large=23; m5.xlarge=0; m5a.2xlarge=44; m5a.large=27; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=56; m5zn.xlarge=61; r5.2xlarge=52; r5.large=93; r5.xlarge=24; r5a.2xlarge=0; r5a.large=24; r5a.xlarge=0; z1d.2xlarge=28; z1d.large=0; z1d.xlarge=54},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,CUSTOMCLUSTERNOML,1599.7599999999966,0, 80, 27, 51, 105, 0, 0, 44, 112, 103, 23, 0, 46, 20, 0, 0, 51, 53, 51, 99, 27, 0, 25, 0, 31, 0, 52,{c5.2xlarge=0; c5.xlarge=80; c5a.2xlarge=27; c5a.xlarge=51; d3.2xlarge=105; d3.xlarge=0; i3.2xlarge=0; i3.large=44; i3.xlarge=112; m5.2xlarge=103; m5.large=23; m5.xlarge=0; m5a.2xlarge=46; m5a.large=20; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=51; m5zn.xlarge=53; r5.2xlarge=51; r5.large=99; r5.xlarge=27; r5a.2xlarge=0; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=31; z1d.large=0; z1d.xlarge=52},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,TEXTDISTANCE,1601.5099999999968,0, 74, 26, 56, 100, 0, 0, 51, 103, 102, 27, 0, 42, 23, 0, 0, 57, 59, 52, 93, 25, 0, 26, 0, 30, 0, 54,{c5.2xlarge=0; c5.xlarge=74; c5a.2xlarge=26; c5a.xlarge=56; d3.2xlarge=100; d3.xlarge=0; i3.2xlarge=0; i3.large=51; i3.xlarge=103; m5.2xlarge=102; m5.large=27; m5.xlarge=0; m5a.2xlarge=42; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=57; m5zn.xlarge=59; r5.2xlarge=52; r5.large=93; r5.xlarge=25; r5a.2xlarge=0; r5a.large=26; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=54},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
methylseq,exponential,0.05,40,82,CRITICALPATH,1599.9199999999967,0, 75, 24, 51, 97, 0, 0, 43, 112, 107, 27, 0, 52, 25, 0, 0, 61, 57, 49, 95, 24, 0, 21, 0, 30, 0, 50,{c5.2xlarge=0; c5.xlarge=75; c5a.2xlarge=24; c5a.xlarge=51; d3.2xlarge=97; d3.xlarge=0; i3.2xlarge=0; i3.large=43; i3.xlarge=112; m5.2xlarge=107; m5.large=27; m5.xlarge=0; m5a.2xlarge=52; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=61; m5zn.xlarge=57; r5.2xlarge=49; r5.large=95; r5.xlarge=24; r5a.2xlarge=0; r5a.large=21; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=0; z1d.xlarge=50},{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
